"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-05",,"88","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-06",,"87","61","62"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-07",,"87","61","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-08",,"85","60","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-09",,"87","62","62"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-10",,"91","62","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-11",,"87","57","59"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-12",,"81","55","55"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-13",,"77","55","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-14",,"87","63","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-15",,"91","59","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-16",,"74","61","62"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-17",,"80","62","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-18",,"90","65","75"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-19",,"92","74","74"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-20",,"90","73","74"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-21",,"81","57","57"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-22",,"80","57","60"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-23",,"84","60","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-24",,"84","59","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-25",,"89","71","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-26",,"84","64","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-27",,"88","65","78"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-28",,"100","74","74"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-29",,"93","74","75"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-06-30",,"88","67","68"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-01",,"89","68","69"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-02",,"94","69","74"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-03",,"93","73","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-04",,"97","73","76"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-05",,"97","76","77"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-06",,"100","76","77"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-07",,"100","71","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-08",,"86","69","69"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-09",,"83","67","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-10",,"88","65","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-11",,"85","62","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-12",,"89","63","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-13",,"95","65","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-14",,"95","67","69"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-15",,"98","68","69"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-16",,"99","69","72"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-17",,"95","72","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-18",,"100","73","74"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-19",,"99","73","74"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-20",,"98","71","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-21",,"98","71","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-22",,"100","71","73"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-23",,"103","71","75"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-24",,"103","74","75"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-25",,"102","74","81"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-26",,"101","71","71"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-27",,"97","64","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-28",,"87","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-29",,"93","64","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-30",,"99","69","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-07-31",,"97","68","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-01",,"100","70","72"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-02",,"100","69","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-03",,"94","69","70"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-04",,"99","65","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-14",,"83","54","58"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-15",,"87","58","59"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-16",,"93","59","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-17",,"76","50","50"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-18",,"81","50","51"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-19",,"75","48","49"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-20",,"81","49","56"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-21",,"88","54","57"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-22",,"93","57","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-23",,"91","63","68"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-24",,"92","67","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-25",,"77","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-26",,"74","63","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-27",,"82","62","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-28",,"93","63","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-29",,"97","64","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-30",,"99","64","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-08-31",,"100","64","64"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-01",,"98","63","67"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-02",,"93","63","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-03",,"98","63","68"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-04",,"85","65","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-05",,"101","62","65"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-06",,"88","52","53"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-07",,"92","51","63"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-08",,"74","46","46"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-09",,"85","46","49"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-10",,"77","49","51"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-11",,"86","51","60"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-12",,"96","60","66"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-13",,"76","48","49"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-14",,"69","46","46"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-15",,"80","46","47"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-16",,"79","46","57"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-17",,"79","55","56"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-18",,"67","41","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-19",,"73","41","50"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-20",,"93","48","48"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-21",,"76","48","52"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-22",,"76","46","46"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-23",,"65","37","38"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-24",,"71","38","44"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-25",,"73","44","54"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-26",,"83","52","52"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-27",,"78","47","47"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-28",,"76","43","48"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-29",,"78","44","46"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-09-30",,"79","43","50"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-01",,"81","49","52"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-02",,"69","41","41"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-03",,"74","40","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-04",,"82","40","45"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-05",,"57","33","34"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-06",,"51","30","30"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-07",,"46","21","21"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-08",,"56","21","36"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-09",,"73","34","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-10",,"56","28","28"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-11",,"65","28","45"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-12",,"65","32","33"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-13",,"53","33","53"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-14",,"74","52","52"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-15",,"68","42","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-16",,"76","41","49"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-17",,"80","48","55"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-18",,"61","47","48"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-19",,"51","43","44"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-20",,"53","33","33"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-21",,"69","32","44"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-22",,"81","43","53"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-23",,"56","51","51"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-24",,"76","51","54"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-25",,"55","35","35"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-26",,"41","28","34"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-27",,"41","23","25"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-28",,"47","24","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-29",,"53","31","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-30",,"61","35","35"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-10-31",,"54","34","34"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-01",,"64","30","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-02",,"56","35","35"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-03",,"53","29","30"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-04",,"54","30","35"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-05",,"61","35","38"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-06",,"42","36","40"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-07",,"57","31","32"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-08",,"56","31","39"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-09",,"67","37","37"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-10",,"65","37","60"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-11",,"77","24","24"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-12",,"32","20","23"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-13",,"42","19","20"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-14",,"57","20","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-15",,"58","29","39"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-16",,"58","26","26"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-17",,"58","25","38"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-18",,"63","38","41"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-19",,"60","38","38"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-20",,"63","31","32"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-21",,"64","30","43"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-22",,"73","43","47"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-23",,"61","21","22"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-24",,"35","16","18"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-25",,"48","18","40"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-26",,"42","29","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-27",,"31","9","9"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-28",,"44","9","24"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-29",,"51","18","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-11-30",,"57","28","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-01",,"47","29","39"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-02",,"58","35","35"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-03",,"67","31","39"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-04",,"61","31","32"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-05",,"61","28","28"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-06",,"60","28","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-07",,"49","29","29"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-08",,"44","25","29"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-09",,"38","29","32"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-10",,"32","2","2"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-11",,"31","2","20"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-12",,"45","20","27"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-13",,"53","26","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-14",,"55","21","22"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-15",,"55","21","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-16",,"44","28","28"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-17",,"31","24","24"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-18",,"38","23","38"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-19",,"47","29","29"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-20",,"33","15","15"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-21",,"22","9","10"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-22",,"27","9","15"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-23",,"34","8","8"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-24",,"17","5","5"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-25",,"16","1","1"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-26",,"10","-1","-1"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-27",,"15","-1","15"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-28",,"22","15","18"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-29",,"20","1","1"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-30",,"25","1","16"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2012-12-31",,"40","16","17"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-01",,"20","5","5"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-02",,"19","4","10"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-03",,"35","10","27"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-04",,"27","11","11"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-05",,"29","10","16"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-06",,"32","11","12"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-07",,"32","12","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-08",,"37","16","19"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-09",,"37","16","20"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-10",,"41","19","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-11",,"39","31","39"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-12",,"47","15","15"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-13",,"19","6","6"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-14",,"20","4","4"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-15",,"28","4","11"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-16",,"34","11","27"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-17",,"51","23","23"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-18",,"44","22","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-19",,"49","28","37"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-20",,"52","13","13"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-21",,"21","10","10"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-22",,"13","7","11"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-23",,"24","11","12"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-24",,"29","1","1"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-25",,"18","1","17"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-26",,"51","17","18"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-27",,"56","17","34"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-28",,"41","33","33"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-29",,"42","31","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-30",,"33","19","19"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-01-31",,"22","7","9"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-01",,"10","-1","0"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-02",,"28","0","28"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-03",,"44","24","25"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-04",,"44","22","23"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-05",,"31","22","31"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-06",,"51","30","33"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-07",,"57","33","34"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-08",,"34","25","25"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-09",,"37","25","29"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-10",,"53","28","42"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-11",,"43","27","27"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-12",,"39","18","19"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-13",,"48","19","25"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-14",,"54","25","32"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-15",,"44","14","14"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-16",,"32","11","13"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-17",,"38","13","20"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-18",,"61","20","35"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-19",,"37","10","10"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-20",,"27","4","4"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-21",,"22","4","20"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-22",,"22","13","13"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-23",,"21","2","3"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-24",,"34","3","21"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-25",,"39","21","25"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-26",,"33","22","22"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-27",,"29","22","23"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-02-28",,"39","23","26"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-03-01",,"31","22","22"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-03-02",,"30","11","12"
"USC00257055","RAYMOND 2 E, NE US","40.9536","-96.7442","391.1","2013-03-03",,"42","12","24"
